age,income,employment_type,tenure_months,product_type,loan_amount,tenor,purpose,existing_debt,dbr,ltv,credit_score,ecib_status,dependents,default
31.3,33984.91,Self-Employed,40,Auto Finance,594844.4,40,Other,131004.99,0.7588,0.9295,47.92,Good,0,1
22.1,183980.15,Salaried,45,Personal Loan,1879329.1,35,Home Purchase,451459.03,0.4963,0.0,33.69,Negative,4,1
42.4,52818.35,Salaried,18,Business Loan,1362751.67,104,Medical,205186.46,0.5718,0.0,49.35,Average,0,0
22.4,101536.19,Self-Employed,20,Personal Loan,524669.51,43,Wedding,253517.61,0.3282,0.0,77.3,Good,1,0
46.2,94020.94,Salaried,15,Personal Loan,977694.57,28,Business Expansion,214326.21,0.5613,0.0,0.72,Average,4,1
30.8,70900.46,Business,22,Auto Finance,1049472.47,51,Vehicle Purchase,275012.3,0.6135,0.8798,81.65,Good,1,0
30.0,161179.78,Salaried,44,Home Finance,4960282.98,288,Other,601724.3,0.418,0.8172,59.94,Good,1,0
57.4,274481.43,Self-Employed,44,Auto Finance,4750313.71,29,Education,876727.67,0.863,0.9359,98.52,Good,3,1
40.5,76830.32,Salaried,24,Business Loan,1679879.56,84,Other,283871.15,0.5682,0.0,42.08,Average,4,0
60.2,173869.52,Salaried,29,Home Finance,6941115.22,263,Education,717116.48,0.4955,0.9478,88.91,Good,1,1
46.6,105311.97,Self-Employed,74,Personal Loan,1318411.32,24,Vehicle Purchase,346391.75,0.7957,0.0,39.4,Average,1,1
31.6,140796.26,Salaried,28,Personal Loan,1061158.53,52,Education,615751.34,0.5094,0.0,61.96,Average,0,0
43.9,25000.0,Salaried,97,Personal Loan,79809.7,16,Medical,116521.02,0.5879,0.0,63.03,Good,2,0
51.2,127609.34,Salaried,68,Personal Loan,1314154.93,36,Education,221227.68,0.4305,0.0,14.67,Negative,3,1
38.9,86199.7,Self-Employed,11,Auto Finance,1231893.9,33,Vehicle Purchase,171852.09,0.5992,0.9439,40.02,Good,2,1
21.0,122739.71,Salaried,21,Business Loan,2050810.34,75,Education,395578.37,0.4914,0.0,48.46,Average,2,0
52.8,71202.39,Self-Employed,45,Auto Finance,1229248.36,76,Medical,101948.33,0.3465,0.8381,23.67,Negative,1,1
28.9,90620.24,Self-Employed,23,Home Finance,2054264.28,163,Wedding,154655.9,0.2813,0.8663,26.34,Average,2,1
48.9,52871.58,Salaried,41,Personal Loan,469199.32,37,Vehicle Purchase,9563.68,0.2549,0.0,13.01,Negative,3,1
40.4,67792.27,Salaried,69,Personal Loan,702037.71,16,Debt Consolidation,199173.44,0.8921,0.0,74.32,Average,1,1
32.3,115525.9,Self-Employed,62,Auto Finance,1643258.62,76,Business Expansion,617513.95,0.6326,0.8813,65.33,Average,3,1
39.9,208417.98,Salaried,27,Home Finance,3708663.07,135,Education,695877.45,0.41,0.6907,53.34,Good,4,0
45.2,57764.6,Salaried,43,Personal Loan,615890.03,30,Wedding,171422.38,0.6027,0.0,59.02,Negative,1,1
54.0,25000.0,Self-Employed,40,Personal Loan,92313.22,55,Home Purchase,136537.11,0.5223,0.0,53.68,Negative,1,1
62.0,115690.6,Self-Employed,38,Business Loan,3459622.89,33,Wedding,660116.27,1.3817,0.0,95.32,Good,1,1
34.4,130538.7,Self-Employed,11,Personal Loan,561075.13,52,Debt Consolidation,98080.99,0.1453,0.0,58.06,Average,2,0
39.1,82827.2,Self-Employed,69,Personal Loan,1210759.36,53,Wedding,483603.19,0.7624,0.0,9.42,Negative,2,1
59.3,44968.71,Salaried,33,Personal Loan,208118.43,24,Home Purchase,31549.79,0.2513,0.0,38.91,Average,0,0
49.8,110330.78,Business,41,Auto Finance,1870911.09,69,Home Purchase,457936.89,0.5916,0.7602,22.14,Good,1,1
35.6,128309.29,Self-Employed,74,Personal Loan,1137349.66,59,Vehicle Purchase,446290.95,0.4401,0.0,46.18,Negative,2,1
58.9,44254.88,Salaried,45,Auto Finance,401658.28,66,Other,124182.58,0.3714,0.9056,77.49,Good,1,0
47.7,75237.19,Self-Employed,6,Personal Loan,340779.45,37,Wedding,296364.11,0.4507,0.0,14.28,Negative,1,1
21.0,210344.91,Self-Employed,16,Home Finance,6859977.98,199,Medical,1095037.66,0.5977,0.883,9.61,Negative,0,1
37.5,130490.13,Business,49,Personal Loan,1579232.33,12,Education,228068.1,1.1542,0.0,92.16,Good,0,0
23.9,157874.72,Salaried,98,Personal Loan,1867750.29,41,Business Expansion,536412.95,0.5717,0.0,26.27,Negative,1,1
23.5,183316.89,Salaried,15,Personal Loan,1545960.96,22,Debt Consolidation,793220.67,0.7439,0.0,83.33,Average,0,1
21.0,51397.19,Self-Employed,43,Home Finance,897744.82,165,Education,196099.14,0.4238,0.8859,65.41,Good,2,0
37.9,147031.92,Salaried,31,Personal Loan,547506.38,15,Debt Consolidation,554142.85,0.5623,0.0,25.69,Average,2,1
40.0,74175.95,Salaried,43,Personal Loan,475455.75,47,Home Purchase,30374.62,0.1705,0.0,90.51,Good,0,0
36.8,208650.02,Salaried,55,Personal Loan,1874766.54,28,Wedding,555869.55,0.5429,0.0,62.03,Negative,0,1
23.6,55787.09,Salaried,47,Home Finance,1718306.31,159,Education,305305.68,0.6498,0.8182,52.4,Good,1,1
48.1,84684.95,Salaried,9,Auto Finance,1484236.59,31,Debt Consolidation,413999.94,0.9728,0.9241,17.63,Negative,0,1
57.5,93851.04,Salaried,41,Auto Finance,1698426.84,53,Home Purchase,240803.54,0.5553,0.8943,58.91,Good,2,1
21.0,72674.45,Business,44,Business Loan,1122492.55,114,Other,364547.76,0.5535,0.0,36.18,Good,1,1
41.3,83136.35,Salaried,69,Personal Loan,410606.07,13,Wedding,5656.13,0.3856,0.0,14.08,Negative,2,1
39.8,68684.36,Salaried,30,Personal Loan,838975.96,37,Wedding,106087.43,0.4588,0.0,16.49,Negative,0,1
51.5,115923.27,Business,50,Personal Loan,413868.02,41,Home Purchase,146364.48,0.1923,0.0,52.18,Negative,2,1
48.1,181050.07,Salaried,6,Home Finance,5063532.29,133,Home Purchase,1074608.4,0.7049,0.8496,17.65,Negative,0,1
48.2,65418.05,Salaried,27,Business Loan,1117876.23,18,Debt Consolidation,347614.36,1.3922,0.0,27.36,Average,2,1
22.7,82191.51,Business,38,Home Finance,2022466.16,265,Home Purchase,13196.13,0.1062,0.665,59.11,Average,1,1
23.1,128428.54,Self-Employed,53,Personal Loan,1844873.04,49,Medical,552809.71,0.6519,0.0,1.37,Average,3,1
42.8,59508.09,Salaried,57,Auto Finance,885626.03,56,Business Expansion,183819.22,0.5232,0.7943,78.44,Good,1,0
37.3,124383.31,Salaried,131,Business Loan,3520472.05,113,Wedding,306766.25,0.456,0.0,18.55,Negative,1,1
37.8,25000.0,Self-Employed,29,Auto Finance,225080.45,44,Other,98608.34,0.5333,0.7371,12.6,Negative,1,1
39.6,57451.21,Salaried,54,Auto Finance,802761.34,78,Education,132299.98,0.371,0.947,16.28,Average,3,1
32.2,212669.44,Salaried,22,Auto Finance,2847102.51,73,Home Purchase,281263.56,0.2936,0.8692,83.41,Average,2,0
59.2,225489.95,Salaried,49,Personal Loan,1477122.41,28,Wedding,917789.06,0.5731,0.0,22.49,Average,2,1
25.4,223814.08,Business,6,Home Finance,8907613.38,237,Vehicle Purchase,1248033.96,0.6326,0.8473,4.31,Negative,2,1
35.8,85038.04,Business,30,Auto Finance,1631512.3,49,Other,214643.22,0.6019,0.6513,63.11,Good,0,1
40.4,181230.35,Salaried,29,Personal Loan,2123124.43,12,Education,639721.22,1.2704,0.0,82.7,Good,3,1
51.8,86839.41,Salaried,96,Auto Finance,1161631.17,39,Education,48364.46,0.3894,0.6974,86.97,Good,3,0
43.7,152080.75,Salaried,59,Auto Finance,2406680.95,46,Medical,846473.65,0.8079,0.7397,43.87,Average,1,1
35.1,98616.47,Salaried,26,Home Finance,3886171.31,133,Home Purchase,35284.22,0.3261,0.7412,61.66,Good,0,0
47.2,94928.92,Salaried,48,Home Finance,2484777.67,234,Medical,358732.76,0.4268,0.7082,60.06,Good,3,0
35.3,59516.22,Salaried,12,Personal Loan,682477.04,36,Home Purchase,191361.38,0.5865,0.0,24.72,Negative,1,1
28.0,217071.45,Salaried,30,Personal Loan,1973611.7,17,Education,1206954.72,0.9982,0.0,75.8,Average,1,1
38.2,165085.24,Salaried,38,Home Finance,4447429.18,161,Home Purchase,672277.63,0.5067,0.6776,78.18,Good,1,0
35.5,62897.75,Salaried,27,Business Loan,983075.67,16,Home Purchase,24745.48,1.0096,0.0,44.22,Average,2,1
43.9,25000.0,Salaried,62,Personal Loan,238061.09,15,Debt Consolidation,144488.62,1.1165,0.0,46.42,Good,1,1
33.2,110256.29,Business,44,Auto Finance,972533.87,67,Home Purchase,534684.12,0.5358,0.8138,51.29,Good,1,1
21.0,197169.7,Salaried,105,Personal Loan,631625.29,41,Wedding,195039.92,0.1606,0.0,62.55,Good,2,0
24.8,286510.89,Salaried,25,Auto Finance,4471761.52,28,Vehicle Purchase,1228870.53,0.9148,0.6888,22.42,Negative,2,1
24.0,54302.2,Salaried,26,Personal Loan,701558.39,28,Debt Consolidation,145901.19,0.6853,0.0,61.34,Average,0,0
44.2,47195.85,Salaried,83,Personal Loan,276527.66,55,Vehicle Purchase,246536.74,0.5418,0.0,47.56,Average,1,0
51.5,128608.85,Salaried,87,Auto Finance,1620548.91,48,Business Expansion,54738.85,0.298,0.7454,37.58,Negative,0,1
42.3,112390.59,Salaried,30,Auto Finance,1783601.82,83,Medical,486560.08,0.552,0.6682,69.45,Good,2,0
48.6,410755.52,Salaried,4,Home Finance,6790569.64,236,Wedding,1990835.05,0.4739,0.681,46.7,Good,2,0
34.7,65304.06,Self-Employed,46,Personal Loan,808882.82,57,Wedding,337829.07,0.6484,0.0,93.66,Average,3,1
43.4,37647.6,Salaried,36,Personal Loan,114301.72,45,Business Expansion,144707.37,0.3878,0.0,94.26,Good,1,0
41.4,107741.31,Salaried,11,Personal Loan,368173.1,32,Wedding,473538.42,0.473,0.0,74.1,Good,4,0
46.0,65656.06,Salaried,60,Home Finance,2288377.96,295,Education,287327.83,0.4828,0.7357,56.77,Negative,2,0
28.0,51263.03,Salaried,112,Personal Loan,173534.0,21,Home Purchase,167074.43,0.4328,0.0,64.34,Negative,1,1
21.6,138240.59,Self-Employed,13,Personal Loan,1845910.1,12,Debt Consolidation,699905.21,1.5,0.0,93.7,Good,2,1
38.9,218487.71,Salaried,47,Home Finance,6814588.46,267,Debt Consolidation,581952.34,0.3388,0.6637,62.5,Negative,2,1
39.5,77788.99,Salaried,56,Personal Loan,936607.16,23,Business Expansion,244582.4,0.7855,0.0,0.02,Negative,0,1
32.0,59379.62,Salaried,29,Personal Loan,356699.18,34,Business Expansion,306624.0,0.607,0.0,3.54,Negative,3,1
54.6,57909.41,Salaried,67,Personal Loan,204418.64,13,Medical,42389.65,0.3325,0.0,97.08,Average,2,0
34.0,305172.07,Salaried,33,Personal Loan,2251390.75,30,Wedding,630354.04,0.418,0.0,1.02,Average,1,1
48.9,73556.8,Salaried,50,Personal Loan,622672.93,43,Education,138966.47,0.3543,0.0,61.39,Average,2,0
42.0,94041.14,Salaried,92,Auto Finance,1335871.44,77,Debt Consolidation,78088.74,0.2537,0.8138,84.78,Negative,1,0
21.0,109727.83,Salaried,11,Personal Loan,1016850.06,26,Vehicle Purchase,312929.84,0.5941,0.0,47.24,Average,2,0
39.1,57725.66,Self-Employed,86,Personal Loan,856643.36,29,Wedding,332303.01,0.9914,0.0,40.32,Average,0,1
41.2,49590.83,Salaried,9,Personal Loan,445333.13,23,Business Expansion,21979.83,0.4274,0.0,18.76,Negative,2,1
22.7,85596.75,Business,24,Auto Finance,994660.95,28,Vehicle Purchase,202619.65,0.6123,0.8691,48.74,Good,2,0
28.9,71641.98,Self-Employed,63,Auto Finance,633708.05,67,Education,75412.71,0.2197,0.7884,56.72,Good,0,0
36.0,56168.42,Business,26,Personal Loan,675725.0,25,Other,184896.72,0.7555,0.0,94.94,Good,0,1
68.3,123898.9,Salaried,76,Personal Loan,1791370.36,24,Debt Consolidation,583105.95,0.9946,0.0,74.37,Negative,1,1
34.2,73144.67,Self-Employed,17,Personal Loan,448319.6,48,Wedding,249317.43,0.4117,0.0,66.36,Good,1,0
47.9,38355.53,Salaried,64,Auto Finance,515500.91,55,Education,197891.72,0.6743,0.9481,84.53,Negative,4,1
40.9,164433.7,Salaried,19,Personal Loan,1262043.8,26,Other,224822.0,0.4091,0.0,74.9,Average,1,0
25.8,76252.17,Self-Employed,44,Personal Loan,690956.44,40,Business Expansion,12275.14,0.24,0.0,66.07,Good,1,0
37.5,183440.7,Business,34,Home Finance,3936443.05,188,Wedding,833243.61,0.4927,0.7647,15.32,Negative,2,1
51.1,212751.63,Salaried,20,Business Loan,5644805.66,74,Wedding,72749.78,0.387,0.0,86.46,Good,1,0
21.0,125456.46,Salaried,31,Personal Loan,1798118.27,45,Home Purchase,566447.47,0.6948,0.0,73.36,Good,2,1
21.0,51104.93,Salaried,43,Auto Finance,476495.95,45,Home Purchase,211755.22,0.5525,0.6727,46.59,Average,1,0
33.4,120571.15,Salaried,128,Home Finance,2272205.73,181,Education,86453.85,0.1639,0.7698,6.65,Negative,4,1
23.6,65075.01,Salaried,79,Personal Loan,838028.61,51,Debt Consolidation,279754.88,0.6108,0.0,11.06,Negative,2,1
37.4,37069.75,Salaried,22,Auto Finance,629842.38,57,Wedding,89468.04,0.4992,0.6569,34.27,Average,2,0
29.6,58498.64,Salaried,65,Personal Loan,728409.95,21,Other,246855.72,0.9446,0.0,41.69,Average,3,1
48.6,58031.36,Salaried,56,Personal Loan,250052.68,40,Home Purchase,206882.73,0.4048,0.0,36.07,Average,0,1
35.9,108019.9,Salaried,47,Auto Finance,1255600.82,54,Education,198557.93,0.3684,0.7898,5.04,Negative,1,1
21.0,112505.04,Self-Employed,16,Personal Loan,407021.97,57,Debt Consolidation,266152.75,0.2606,0.0,93.54,Good,0,0
21.0,50931.93,Salaried,38,Auto Finance,624676.47,32,Home Purchase,64545.23,0.4889,0.8641,56.08,Good,3,0
32.5,221692.43,Self-Employed,22,Personal Loan,3191470.29,15,Other,560214.52,1.1703,0.0,25.67,Average,2,1
52.6,142098.59,Salaried,70,Personal Loan,1345704.19,36,Home Purchase,275981.15,0.4249,0.0,89.92,Good,1,0
48.4,49346.29,Salaried,19,Home Finance,1466873.71,181,Other,86880.55,0.311,0.8641,50.53,Good,2,0
55.8,87071.77,Salaried,82,Personal Loan,517002.58,44,Medical,234107.66,0.359,0.0,33.22,Average,3,0
45.8,364884.89,Salaried,37,Auto Finance,4560888.04,41,Home Purchase,797366.49,0.487,0.749,29.8,Average,2,1
37.0,131408.57,Salaried,20,Home Finance,3366263.07,213,Medical,676395.96,0.5492,0.8134,66.06,Negative,0,1
41.7,146825.06,Self-Employed,37,Personal Loan,1380918.72,26,Other,753460.81,0.7894,0.0,72.1,Good,1,1
25.2,64134.66,Business,37,Auto Finance,709868.9,34,Medical,356674.95,0.789,0.8203,86.16,Good,4,1
48.2,266950.22,Salaried,22,Personal Loan,2490597.02,53,Wedding,789119.55,0.4224,0.0,81.66,Good,0,0
35.4,45947.97,Salaried,12,Personal Loan,498043.84,18,Other,57394.3,0.7063,0.0,48.65,Average,2,1
33.0,223559.42,Salaried,70,Personal Loan,996874.13,44,Other,883389.51,0.4306,0.0,64.51,Good,1,0
40.6,176095.68,Self-Employed,21,Personal Loan,2180415.59,45,Business Expansion,600940.41,0.5595,0.0,54.95,Good,2,0
36.6,80198.66,Self-Employed,59,Home Finance,1305535.98,121,Debt Consolidation,91384.88,0.2295,0.6684,30.99,Average,3,0
37.2,29519.31,Salaried,69,Personal Loan,232051.6,16,Business Expansion,95963.57,0.7622,0.0,63.37,Good,2,1
46.9,103020.1,Salaried,58,Personal Loan,384771.67,24,Other,278354.92,0.3808,0.0,4.13,Negative,1,1
31.6,52900.55,Self-Employed,16,Personal Loan,690615.72,15,Other,127264.61,1.0708,0.0,69.95,Good,0,1
48.5,250740.47,Salaried,54,Business Loan,4200693.35,42,Other,178533.96,0.4582,0.0,47.69,Good,2,0
51.7,40286.4,Salaried,32,Auto Finance,703623.69,72,Other,43282.64,0.3321,0.6922,98.16,Good,1,0
36.0,108019.31,Salaried,34,Business Loan,3223222.48,94,Debt Consolidation,399209.54,0.6254,0.0,69.71,Good,2,1
42.7,72754.8,Salaried,37,Personal Loan,334902.78,55,Debt Consolidation,367658.86,0.5048,0.0,76.44,Average,1,0
29.3,149079.41,Self-Employed,85,Auto Finance,1804888.73,42,Business Expansion,120669.99,0.3557,0.8032,35.66,Negative,0,1
39.0,179645.73,Self-Employed,23,Home Finance,4608328.92,213,Medical,342701.86,0.2794,0.7689,66.35,Good,1,0
25.0,29055.13,Salaried,52,Personal Loan,369642.72,16,Wedding,77031.04,1.0161,0.0,11.98,Negative,0,1
49.0,206619.61,Salaried,54,Personal Loan,2428442.96,44,Medical,468989.63,0.4563,0.0,32.56,Negative,0,1
40.4,61357.68,Salaried,28,Personal Loan,399793.86,31,Business Expansion,190547.3,0.469,0.0,31.52,Good,4,1
67.5,121912.96,Salaried,18,Personal Loan,1631265.24,14,Education,422616.4,1.2446,0.0,60.9,Good,1,1
33.4,106215.16,Salaried,16,Auto Finance,1795830.93,78,Wedding,593363.9,0.6823,0.6513,13.19,Negative,3,1
38.1,93759.64,Salaried,99,Home Finance,2797149.41,165,Education,496935.76,0.6225,0.6916,40.88,Negative,0,1
23.7,129217.39,Salaried,58,Personal Loan,1597439.49,32,Home Purchase,233272.26,0.5368,0.0,43.71,Negative,3,1
21.0,269715.09,Business,119,Personal Loan,3685467.56,48,Education,372733.63,0.3998,0.0,85.64,Negative,3,0
37.0,81022.14,Self-Employed,26,Personal Loan,250330.39,39,Education,365098.73,0.4547,0.0,86.68,Average,0,0
26.0,128996.27,Salaried,51,Personal Loan,1360742.44,48,Debt Consolidation,316325.66,0.4241,0.0,42.35,Average,1,0
56.8,69547.61,Self-Employed,99,Personal Loan,673569.96,36,Vehicle Purchase,120306.2,0.4132,0.0,67.95,Good,1,0
22.0,140408.0,Salaried,20,Personal Loan,866887.56,18,Vehicle Purchase,37049.35,0.365,0.0,71.97,Good,1,0
50.7,94160.67,Self-Employed,58,Business Loan,1491169.96,71,Education,194280.28,0.395,0.0,9.3,Negative,0,1
40.8,173289.08,Salaried,58,Auto Finance,2903998.23,38,Wedding,911251.05,0.8792,0.9098,69.4,Negative,0,1
47.3,312401.05,Salaried,57,Auto Finance,2795574.98,71,Debt Consolidation,1757944.24,0.595,0.8881,72.11,Good,1,0
40.9,108913.31,Self-Employed,49,Personal Loan,1618437.72,16,Business Expansion,650143.25,1.4262,0.0,1.46,Negative,0,1
52.3,195103.5,Salaried,30,Auto Finance,3689743.12,30,Education,569549.09,0.8737,0.8167,23.3,Average,1,1
45.0,154349.76,Salaried,25,Personal Loan,809662.31,16,Other,354711.9,0.5194,0.0,63.8,Good,1,0
31.7,121752.9,Salaried,33,Personal Loan,1291984.68,35,Business Expansion,596397.88,0.7114,0.0,62.01,Average,1,1
51.1,41893.82,Self-Employed,42,Personal Loan,551441.34,46,Medical,21986.47,0.3299,0.0,47.63,Average,1,0
50.3,330198.33,Salaried,46,Auto Finance,4173043.39,40,Other,1868133.31,0.7874,0.756,95.63,Good,1,0
21.0,240319.26,Salaried,30,Personal Loan,771360.76,35,Home Purchase,1063735.64,0.4606,0.0,16.16,Negative,1,1
21.0,180080.26,Salaried,47,Personal Loan,1318978.91,33,Debt Consolidation,15808.72,0.2293,0.0,9.48,Average,1,1
21.0,50646.43,Salaried,33,Personal Loan,508189.07,19,Home Purchase,249342.88,0.9384,0.0,99.17,Good,0,1
28.3,115179.33,Business,97,Auto Finance,2147234.74,78,Other,372181.91,0.5083,0.688,38.53,Average,2,0
51.0,80122.89,Salaried,50,Personal Loan,1171950.27,50,Vehicle Purchase,450227.94,0.7608,0.0,92.27,Average,2,1
48.5,36557.98,Salaried,10,Business Loan,548586.68,73,Home Purchase,203459.59,0.6693,0.0,59.74,Good,1,0
26.7,25000.0,Salaried,29,Personal Loan,150514.98,43,Business Expansion,143032.82,0.6168,0.0,96.19,Good,2,0
48.9,162658.74,Business,53,Personal Loan,639650.84,53,Wedding,427304.64,0.2931,0.0,98.85,Good,2,0
48.3,117532.6,Salaried,24,Personal Loan,1271383.34,27,Medical,672736.31,0.8776,0.0,42.5,Good,1,1
41.6,55703.17,Self-Employed,44,Personal Loan,274066.86,51,Medical,253590.66,0.4759,0.0,92.68,Average,4,1
50.1,192804.61,Salaried,49,Personal Loan,848614.17,22,Medical,838988.52,0.5627,0.0,25.02,Negative,1,1
58.0,185413.91,Self-Employed,62,Personal Loan,2772856.52,21,Vehicle Purchase,949342.87,1.1388,0.0,85.9,Good,1,0
26.9,47819.16,Self-Employed,21,Home Finance,1240994.37,244,Debt Consolidation,55003.55,0.2022,0.8559,1.14,Negative,2,1
36.7,88211.72,Self-Employed,40,Personal Loan,1092720.9,20,Home Purchase,293487.25,0.8966,0.0,65.43,Average,2,1
40.6,62265.39,Salaried,33,Business Loan,1612793.17,49,Home Purchase,107177.12,0.6721,0.0,91.62,Average,1,1
38.9,74921.76,Salaried,64,Personal Loan,472386.14,14,Medical,8177.25,0.4595,0.0,82.51,Average,0,0
46.2,44594.56,Salaried,40,Personal Loan,378894.4,40,Debt Consolidation,42237.49,0.2913,0.0,89.24,Good,2,0
27.4,102947.47,Salaried,30,Personal Loan,1343723.66,38,Education,521628.61,0.7657,0.0,42.02,Good,2,0
27.3,75102.65,Salaried,37,Personal Loan,1064639.03,57,Education,159544.58,0.4257,0.0,35.29,Average,0,0
32.5,59717.48,Salaried,20,Personal Loan,236714.21,32,Debt Consolidation,48347.72,0.1913,0.0,66.08,Good,4,0
28.1,42544.69,Salaried,40,Personal Loan,403258.39,23,Vehicle Purchase,236414.97,0.8752,0.0,50.13,Good,2,0
56.6,315369.62,Salaried,58,Personal Loan,4597412.28,50,Medical,612405.22,0.4534,0.0,57.92,Average,1,0
34.2,61220.14,Salaried,28,Auto Finance,994791.08,41,Medical,38330.55,0.4485,0.7572,92.72,Good,4,1
45.3,56943.15,Self-Employed,61,Business Loan,808904.2,90,Wedding,140968.12,0.3641,0.0,36.25,Average,5,0
39.6,107220.06,Self-Employed,10,Home Finance,3854311.81,145,Medical,164500.36,0.3758,0.7844,85.06,Good,2,0
38.0,218546.93,Salaried,53,Home Finance,5826998.33,167,Vehicle Purchase,302697.04,0.2751,0.8044,67.99,Good,2,0
33.3,119216.26,Salaried,41,Business Loan,1414726.26,63,Other,169025.66,0.3065,0.0,39.61,Negative,0,1
50.2,114139.12,Self-Employed,69,Personal Loan,1487006.02,14,Education,380500.7,1.2084,0.0,22.12,Average,0,1
34.1,167910.9,Salaried,31,Auto Finance,2348488.63,71,Home Purchase,221916.99,0.3071,0.7289,92.75,Good,0,0
21.0,172815.75,Salaried,21,Personal Loan,2083548.01,35,Business Expansion,231784.69,0.4562,0.0,93.09,Good,3,0
52.6,213123.77,Self-Employed,113,Business Loan,4529271.7,72,Other,1006067.54,0.6885,0.0,46.64,Average,4,1
46.3,69285.72,Salaried,39,Business Loan,1028292.43,14,Debt Consolidation,396259.75,1.5,0.0,29.36,Negative,4,1
37.4,311211.35,Salaried,29,Personal Loan,3500890.22,21,Business Expansion,819009.24,0.755,0.0,54.57,Good,2,0
48.3,104590.32,Self-Employed,45,Auto Finance,1178927.69,77,Home Purchase,287189.7,0.3752,0.7905,97.07,Negative,1,0
50.2,108530.91,Salaried,20,Personal Loan,1372341.4,24,Other,588469.63,0.9787,0.0,62.24,Good,0,1
50.0,118916.47,Salaried,21,Auto Finance,1426539.91,37,Wedding,116099.59,0.4056,0.8498,63.89,Negative,2,1
21.0,59831.18,Salaried,34,Home Finance,2084867.68,135,Medical,140889.79,0.4543,0.7157,46.47,Negative,0,1
46.2,126842.5,Self-Employed,56,Personal Loan,437412.4,34,Education,116569.97,0.178,0.0,47.58,Average,0,0
37.8,102479.87,Salaried,21,Home Finance,3397592.29,292,Wedding,91701.99,0.1881,0.731,30.74,Average,0,0
35.7,100383.55,Self-Employed,30,Auto Finance,1671427.64,62,Business Expansion,15599.74,0.2815,0.8121,67.42,Good,2,0
34.4,150106.66,Salaried,52,Personal Loan,1431970.04,25,Vehicle Purchase,600052.46,0.7147,0.0,74.14,Good,1,1
51.2,477705.85,Salaried,32,Personal Loan,2776603.25,54,Education,1564202.18,0.3805,0.0,60.66,Good,2,0
51.2,95591.8,Salaried,31,Personal Loan,609294.35,34,Debt Consolidation,325857.5,0.4715,0.0,70.17,Good,4,0
41.8,248302.0,Self-Employed,41,Personal Loan,1331158.82,29,Debt Consolidation,372684.54,0.3099,0.0,12.08,Good,0,0
41.2,76838.44,Salaried,15,Personal Loan,845260.1,38,Vehicle Purchase,274498.99,0.5872,0.0,97.32,Good,2,0
38.8,145467.52,Salaried,77,Auto Finance,1605371.69,34,Debt Consolidation,492302.46,0.6066,0.746,22.4,Negative,2,1
